evacion,cliente_genero,cliente_ciudadano_mayor,cliente_pareja,cliente_dependientes,cliente_antiguedad_meses,telefono_servicio,telefono_multiples_lineas,internet_servicio,internet_seguridad_en_linea,internet_respaldo_en_linea,internet_proteccion_dispositivo,internet_soporte_tecnico,internet_streaming_tv,internet_streaming_peliculas,cuenta_contrato,cuenta_facturacion_electronica,cuenta_metodo_pago,cuenta_cargos_mensuales,cuenta_cargos_diarios
0,1,0,0,0,25,1,0,0,,,,,,,0,0,0,20.6,0.69
0,0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,0,2,89.8,2.99
0,0,0,1,0,53,1,1,2,0,1,1,1,1,1,1,1,3,111.8,3.73
1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,71.0,2.37
1,1,0,1,0,18,1,0,1,0,0,1,0,0,0,0,1,0,49.55,1.65
0,1,0,0,0,10,1,0,2,1,0,1,0,0,0,0,1,0,79.85,2.66
1,0,0,0,0,7,1,1,2,0,0,0,0,0,0,0,0,0,75.45,2.52
0,0,0,1,0,57,1,0,0,,,,,,,2,1,3,19.6,0.65
0,0,0,0,0,8,0,,1,0,1,0,0,0,0,0,1,0,29.25,0.98
0,1,0,1,0,33,1,1,2,0,1,1,0,0,1,0,1,1,93.35,3.11
0,1,1,0,0,64,1,1,2,1,1,0,0,1,1,0,1,3,103.5,3.45
0,1,0,0,0,9,1,0,2,0,0,0,1,1,1,0,1,3,95.9,3.2
0,1,1,1,1,60,1,1,2,1,0,0,0,0,0,0,1,1,80.95,2.7
0,1,0,0,0,54,1,0,0,,,,,,,2,0,2,19.65,0.65
0,0,0,1,1,46,1,0,2,0,0,1,1,0,1,1,0,3,90.95,3.03
1,0,0,0,0,1,1,0,0,,,,,,,0,0,0,20.9,0.7
0,1,0,0,0,6,1,0,0,,,,,,,1,0,0,20.6,0.69
0,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,1,80.55,2.68
0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,49.8,1.66
0,0,0,0,0,48,1,1,1,0,1,1,1,1,0,1,1,3,73.85,2.46
0,1,0,1,1,45,1,1,2,0,1,1,1,1,1,2,1,3,109.75,3.66
0,0,0,1,0,37,1,0,0,,,,,,,1,1,3,19.85,0.66
0,1,1,0,0,11,1,1,1,1,1,0,0,0,0,0,0,3,60.25,2.01
0,1,0,1,1,55,1,1,2,0,0,1,0,1,0,0,1,2,90.4,3.01
1,1,1,0,0,12,1,1,2,0,0,1,0,1,1,0,1,1,99.45,3.32
0,1,0,0,1,39,1,1,0,,,,,,,1,0,3,25.45,0.85
0,1,0,0,0,38,1,1,1,1,1,1,1,0,0,0,0,1,69.95,2.33
1,0,0,0,0,15,1,1,1,1,0,0,0,0,1,0,1,3,64.65,2.16
0,0,1,1,0,45,1,0,2,0,0,1,0,0,1,0,1,1,86.1,2.87
0,0,0,1,0,72,1,0,0,,,,,,,2,0,3,20.05,0.67
0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,70.35,2.34
0,1,0,0,0,16,1,0,0,,,,,,,2,0,2,18.95,0.63
0,1,0,0,0,53,1,0,1,0,0,1,0,0,1,1,1,1,61.1,2.04
1,0,0,1,0,13,0,,1,0,0,1,0,1,1,0,1,3,48.75,1.62
0,1,1,1,1,71,1,1,1,0,1,1,1,0,1,1,1,3,72.9,2.43
0,1,0,1,0,60,1,1,0,,,,,,,1,0,3,24.15,0.8
0,1,1,1,1,71,1,0,2,1,1,1,0,0,0,1,1,3,86.7,2.89
0,0,0,1,1,14,1,0,0,,,,,,,2,0,0,18.8,0.63
1,1,0,0,0,7,1,1,2,0,0,1,0,1,0,0,1,2,89.35,2.98
1,1,1,0,0,50,1,1,2,0,0,0,0,1,1,0,1,1,95.7,3.19
0,1,0,1,1,69,1,1,0,,,,,,,2,1,3,26.0,0.87
1,0,1,0,0,49,1,1,2,0,0,1,0,0,1,0,1,2,90.85,3.03
0,1,0,1,1,37,1,1,2,0,1,1,0,1,0,0,1,1,92.95,3.1
1,1,0,0,0,43,1,1,2,0,0,0,1,1,1,1,1,1,100.0,3.33
1,0,0,0,0,4,1,1,2,0,0,0,0,1,0,0,1,1,85.65,2.86
0,1,0,1,1,7,0,,1,1,1,1,0,0,0,2,0,0,38.55,1.28
0,1,0,0,0,57,1,0,0,,,,,,,2,0,2,20.55,0.68
1,1,0,0,0,1,1,1,2,0,1,0,0,0,0,0,1,1,79.15,2.64
1,0,1,1,0,8,1,1,2,0,1,0,0,0,0,0,1,2,80.65,2.69
0,0,0,1,1,61,1,0,1,0,0,1,1,1,1,2,1,3,73.8,2.46
0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,51.55,1.72
0,0,0,1,0,46,1,0,1,0,1,0,0,1,1,0,1,2,69.1,2.3
0,0,0,1,1,64,1,1,0,,,,,,,2,1,0,24.05,0.8
0,0,1,1,0,72,1,1,1,1,1,1,1,1,1,2,1,3,89.85,2.99
1,1,1,1,0,16,1,0,2,0,1,0,0,0,0,0,1,2,74.3,2.48
1,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1,0,84.65,2.82
0,1,0,0,0,25,1,0,2,0,0,0,0,0,0,0,0,1,69.75,2.33
0,0,0,0,0,64,1,1,1,1,1,1,1,1,1,2,1,2,86.4,2.88
0,1,0,1,1,24,1,0,1,1,0,1,0,0,0,1,1,2,56.25,1.88
1,1,0,1,0,14,1,1,2,0,0,0,0,1,0,0,1,1,86.1,2.87
0,0,1,0,0,15,1,1,2,0,1,0,0,1,0,0,0,2,89.0,2.97
1,1,0,0,0,9,0,,1,0,0,0,0,1,1,0,1,1,45.4,1.51
0,1,1,0,0,69,1,0,0,,,,,,,2,0,2,20.3,0.68
0,1,1,1,0,50,1,1,2,1,0,1,0,1,1,2,1,2,105.05,3.5
0,0,0,0,0,12,1,0,2,0,1,0,0,0,1,0,1,1,84.6,2.82
1,0,0,1,0,19,1,0,2,1,0,0,0,0,0,0,1,1,73.2,2.44
0,0,0,0,0,69,1,1,2,0,1,1,1,1,1,2,1,3,110.5,3.68
0,0,0,1,1,66,1,1,1,1,1,1,0,0,0,0,1,3,67.45,2.25
0,0,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,44.8,1.49
0,1,0,0,1,3,1,0,0,,,,,,,0,0,0,19.95,0.66
0,1,1,0,0,69,1,1,1,1,0,1,1,0,1,2,0,2,74.1,2.47
1,1,0,0,0,12,1,1,2,0,0,0,0,1,1,0,1,1,96.05,3.2
0,1,0,0,0,3,1,0,0,,,,,,,0,1,0,19.65,0.65
0,1,0,1,1,17,1,1,0,,,,,,,2,1,0,25.15,0.84
0,1,1,1,0,57,1,1,2,0,1,0,0,0,1,0,1,1,89.85,2.99
1,0,0,0,0,38,1,0,2,0,1,1,1,0,0,0,1,2,84.25,2.81
0,1,0,0,0,12,1,0,0,,,,,,,0,0,2,20.05,0.67
1,1,1,0,0,24,1,1,2,0,0,0,0,0,0,0,1,1,76.1,2.54
0,1,1,0,0,63,1,1,2,1,1,1,0,1,1,0,1,3,109.4,3.65
0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,1,0,25.15,0.84
1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,69.65,2.32
1,1,0,0,0,36,1,0,1,0,1,0,1,0,1,1,1,0,65.4,2.18
0,1,0,0,0,18,1,0,0,,,,,,,0,0,0,20.05,0.67
0,1,0,1,1,58,1,1,2,0,0,1,1,1,1,1,1,3,105.05,3.5
1,1,0,1,0,42,1,1,2,0,1,1,0,1,0,0,1,3,95.25,3.18
1,0,0,0,0,5,1,0,2,0,1,0,0,1,1,0,1,1,96.25,3.21
1,0,0,1,1,63,1,1,2,1,1,1,0,1,0,0,1,1,100.55,3.35
0,1,0,1,1,50,1,1,2,1,1,1,0,1,1,1,1,1,108.25,3.61
1,1,0,1,1,6,1,0,1,0,1,1,0,0,0,0,1,0,55.3,1.84
1,0,0,0,0,1,1,0,0,,,,,,,0,0,0,19.5,0.65
0,1,0,1,0,27,1,0,0,,,,,,,2,0,3,19.55,0.65
0,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,45.65,1.52
0,1,0,0,0,10,1,1,0,,,,,,,2,0,3,25.7,0.86
0,1,0,1,1,67,1,0,0,,,,,,,2,1,0,20.8,0.69
0,0,0,0,0,70,1,0,1,1,0,1,1,1,1,2,0,3,79.6,2.65
0,0,0,0,1,48,1,0,0,,,,,,,1,0,0,19.95,0.66
1,0,0,0,0,16,1,0,2,0,1,1,0,0,1,0,1,2,93.2,3.11
0,0,0,0,0,13,1,0,2,0,0,0,0,0,0,0,1,0,70.15,2.34
1,1,0,0,0,5,1,0,2,0,0,0,0,1,0,0,1,1,80.6,2.69
0,0,0,1,1,72,1,1,2,1,0,0,0,0,0,2,0,3,79.05,2.64
0,0,0,1,0,72,1,1,2,0,1,1,1,1,1,2,1,1,110.15,3.67
0,1,0,0,0,24,1,0,2,0,0,0,0,0,1,0,1,2,79.85,2.66
1,1,0,0,0,1,0,,1,0,0,0,0,1,1,0,1,0,45.3,1.51
0,0,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,3,118.75,3.96
0,0,0,1,0,68,1,1,2,1,1,0,0,0,0,2,1,3,84.7,2.82
1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,2,74.9,2.5
0,1,0,0,1,62,1,1,2,0,0,1,1,1,1,2,1,1,104.05,3.47
0,0,0,1,1,41,1,0,1,1,0,0,1,1,1,1,1,2,74.7,2.49
0,0,1,1,1,46,1,1,2,1,1,0,1,1,1,0,1,1,110.2,3.67
1,1,1,0,0,3,1,1,2,0,0,0,0,0,0,0,1,1,76.05,2.53
0,1,0,0,0,1,1,0,2,0,0,0,0,1,1,0,1,1,89.25,2.98
0,1,0,1,1,71,1,1,1,1,1,1,1,1,1,2,1,0,91.25,3.04
1,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,2,50.15,1.67
1,0,1,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,54.85,1.83
0,0,0,0,0,60,1,0,1,0,1,1,1,1,0,1,1,2,70.15,2.34
0,1,0,0,0,40,1,1,2,0,0,0,0,1,0,0,1,1,84.9,2.83
0,1,0,1,1,27,1,1,2,1,1,0,1,1,0,0,0,1,100.75,3.36
1,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,1,43.3,1.44
0,0,0,1,0,1,0,,1,0,1,0,0,0,0,0,1,1,29.85,1.0
1,1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,3,44.6,1.49
1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,46.3,1.54
0,1,1,0,0,34,1,0,2,0,0,0,0,0,0,0,0,2,69.15,2.31
1,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,1,1,79.6,2.65
0,1,0,1,1,32,0,,1,0,0,1,0,1,1,0,0,2,50.6,1.69
1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,75.8,2.53
0,0,0,0,0,27,1,0,0,,,,,,,2,1,3,20.25,0.68
0,0,0,0,0,12,1,0,2,1,0,0,0,1,0,1,1,2,85.15,2.84
0,0,0,0,0,65,1,0,1,1,1,0,1,0,0,2,1,0,59.6,1.99
1,1,0,1,0,2,1,0,2,0,0,1,0,0,0,0,0,1,76.4,2.55
1,1,0,1,0,42,1,1,2,0,0,1,1,1,1,0,1,3,106.15,3.54
0,0,0,1,1,62,0,,1,1,1,0,1,1,0,2,0,3,48.7,1.62
0,0,0,0,0,48,1,1,0,,,,,,,2,0,2,24.0,0.8
0,1,0,1,1,35,1,0,0,,,,,,,2,0,0,19.6,0.65
0,1,0,0,0,1,1,0,0,,,,,,,0,0,0,19.55,0.65
0,0,0,1,0,71,1,0,0,,,,,,,2,0,0,19.6,0.65
0,0,0,1,1,72,1,1,2,1,0,1,1,1,1,2,1,3,110.45,3.68
1,1,0,0,1,12,1,1,2,0,0,0,0,0,0,0,1,2,73.75,2.46
0,0,0,0,0,31,0,,1,1,1,0,1,0,1,2,1,3,49.85,1.66
0,0,0,1,0,45,1,0,1,0,0,1,0,0,0,0,1,2,50.25,1.68
0,1,0,0,0,72,1,0,0,,,,,,,2,1,2,19.8,0.66
0,1,0,1,1,45,1,1,2,0,1,1,0,0,1,1,1,2,95.0,3.17
0,1,0,0,1,62,1,1,0,,,,,,,2,1,0,24.4,0.81
0,0,0,0,0,17,1,0,0,,,,,,,1,0,0,19.55,0.65
0,1,0,0,0,54,1,1,1,1,0,1,1,1,1,2,0,3,87.1,2.9
0,1,0,0,0,15,1,1,0,,,,,,,0,1,1,26.35,0.88
0,1,0,1,1,22,1,0,2,1,0,0,0,0,0,0,0,3,75.0,2.5
1,1,0,0,0,12,1,1,2,0,0,0,0,1,0,0,1,1,84.45,2.82
1,1,0,1,1,49,0,,1,0,1,0,0,1,1,1,1,3,51.8,1.73
1,0,0,1,0,2,0,,1,0,0,0,0,1,1,0,0,1,44.6,1.49
0,1,0,0,0,1,1,0,0,,,,,,,0,0,1,19.45,0.65
1,1,0,1,1,24,1,1,1,1,0,0,0,0,0,0,0,1,54.75,1.82
0,0,0,1,0,53,1,1,1,1,1,1,0,0,1,1,0,3,74.1,2.47
0,0,0,1,0,42,1,1,2,0,0,1,1,0,0,0,1,2,85.9,2.86
0,1,1,1,0,56,1,0,1,1,1,1,1,1,1,2,1,3,85.65,2.86
0,1,0,0,0,28,0,,1,0,0,0,1,0,0,0,1,2,30.1,1.0
0,1,0,0,1,6,1,0,0,,,,,,,0,0,0,19.7,0.66
1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,49.9,1.66
1,0,0,0,0,11,1,1,2,0,0,0,0,0,0,0,1,1,76.5,2.55
1,0,0,1,0,37,1,1,2,0,0,1,0,0,0,0,1,2,78.95,2.63
0,0,1,1,0,56,1,1,2,1,1,1,1,0,0,1,0,1,95.65,3.19
0,0,0,0,0,7,1,0,1,1,0,0,0,0,1,1,1,1,59.1,1.97
1,1,1,0,0,66,1,1,2,0,1,1,1,1,1,1,0,2,110.9,3.7
0,0,0,1,1,25,1,0,0,,,,,,,1,0,0,20.05,0.67
0,1,0,1,0,57,1,0,1,1,1,0,1,0,0,2,1,1,59.75,1.99
0,0,0,1,1,47,1,0,0,,,,,,,2,0,2,20.05,0.67
0,0,0,0,1,8,0,,1,1,0,0,0,0,1,0,1,1,38.5,1.28
0,1,1,0,0,12,0,,1,0,1,0,0,0,0,0,1,2,29.35,0.98
0,0,0,1,1,58,1,0,1,0,0,0,0,0,0,1,1,0,44.1,1.47
0,1,0,0,0,2,1,0,0,,,,,,,0,1,2,19.9,0.66
1,0,0,0,0,7,1,0,2,0,0,0,0,1,0,0,1,1,79.0,2.63
0,1,0,0,0,52,1,1,1,1,0,0,1,1,1,2,1,2,79.75,2.66
0,1,0,1,1,70,1,1,1,1,1,1,1,1,0,2,1,3,79.25,2.64
1,0,0,0,0,22,1,0,1,1,0,0,0,0,0,0,1,2,48.8,1.63
1,1,1,1,1,46,1,1,2,1,1,1,0,1,0,0,1,1,100.7,3.36
0,1,0,0,1,39,1,1,2,0,0,0,1,1,1,2,0,0,100.55,3.35
0,0,0,1,1,63,1,0,0,,,,,,,2,0,1,19.35,0.64
0,0,0,1,1,54,1,0,0,,,,,,,2,1,3,20.35,0.68
0,1,0,0,0,11,1,0,0,,,,,,,1,0,0,19.5,0.65
0,1,0,1,0,71,1,1,1,1,1,1,1,0,1,2,1,0,80.1,2.67
0,1,0,1,0,43,1,0,2,1,0,1,1,0,0,1,1,3,84.25,2.81
1,1,1,0,0,38,1,0,1,0,1,1,1,1,0,1,1,2,70.15,2.34
0,1,1,1,0,21,1,0,2,0,0,1,0,1,0,0,0,3,86.55,2.88
1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,69.2,2.31
0,1,0,0,0,19,1,0,2,0,0,0,1,0,1,1,1,2,87.7,2.92
0,1,0,1,0,59,1,1,2,1,1,1,1,1,1,2,0,1,113.75,3.79
1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,44.15,1.47
0,0,0,1,0,72,1,1,2,1,1,1,1,1,0,2,1,3,103.95,3.47
0,1,0,0,1,29,1,1,2,0,1,1,1,0,1,1,0,2,100.55,3.35
0,0,0,1,1,36,0,,1,1,0,1,1,0,0,2,0,2,40.65,1.36
1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,69.6,2.32
0,1,0,0,0,10,1,0,0,,,,,,,1,0,0,20.35,0.68
1,0,0,0,0,39,1,0,2,0,0,1,1,0,0,2,1,1,80.45,2.68
0,0,1,1,0,17,1,1,2,0,0,0,0,1,1,0,1,1,92.55,3.08
0,1,0,1,1,12,1,0,1,0,0,0,0,1,0,0,1,0,56.3,1.88
0,0,0,1,0,58,1,1,1,1,0,0,1,0,0,1,1,3,61.05,2.03
0,1,0,1,0,57,1,0,1,1,0,0,1,0,0,0,0,1,55.7,1.86
0,0,0,1,1,69,1,0,0,,,,,,,2,0,3,20.15,0.67
0,0,0,0,0,23,1,1,1,1,0,1,0,1,1,1,1,1,78.55,2.62
0,0,0,0,0,33,1,0,2,0,1,0,1,0,0,1,1,3,79.95,2.66
1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,45.0,1.5
0,1,0,1,1,8,1,0,0,,,,,,,1,0,2,19.9,0.66
0,1,0,1,1,34,1,0,2,0,1,1,0,1,0,0,1,1,89.85,2.99
1,1,0,1,1,14,1,0,1,1,1,0,0,1,0,0,1,1,65.45,2.18
0,1,0,1,1,72,1,1,0,,,,,,,2,0,3,24.3,0.81
0,1,0,1,0,71,1,0,1,1,0,0,1,0,0,2,0,3,54.5,1.82
0,1,0,1,1,64,1,0,1,1,0,1,0,1,1,1,1,2,73.05,2.44
0,1,0,1,1,53,1,0,1,0,1,0,1,1,0,0,0,2,65.0,2.17
0,0,0,1,0,68,1,1,2,0,0,1,0,1,0,2,1,3,89.95,3.0
1,1,0,1,1,5,1,1,2,0,1,0,0,0,0,0,1,1,80.15,2.67
0,1,1,0,0,52,1,1,2,0,0,0,0,0,0,0,1,3,72.95,2.43
1,1,0,1,0,67,1,1,2,0,1,1,0,1,1,1,0,1,104.1,3.47
0,0,0,0,0,68,1,0,0,,,,,,,2,0,2,20.5,0.68
0,0,0,1,1,49,1,0,1,0,1,1,0,1,1,1,0,2,78.0,2.6
0,1,0,1,1,37,1,0,0,,,,,,,2,0,3,19.8,0.66
0,1,0,0,0,1,1,0,0,,,,,,,0,0,0,20.0,0.67
1,1,0,0,0,23,1,1,2,0,0,1,0,0,0,0,1,1,81.0,2.7
0,1,0,0,0,11,1,0,0,,,,,,,0,1,2,20.45,0.68
0,0,0,0,0,70,1,0,0,,,,,,,1,0,3,19.7,0.66
0,1,0,0,0,40,1,0,1,1,1,0,1,0,0,0,1,0,61.9,2.06
0,0,0,1,1,69,1,1,2,0,1,0,1,0,1,2,1,3,93.3,3.11
0,0,0,1,1,71,1,1,0,,,,,,,2,0,3,24.7,0.82
0,1,0,1,1,61,1,0,1,1,1,1,1,1,1,1,0,3,84.9,2.83
0,0,0,0,0,26,1,1,2,0,0,1,0,1,1,0,1,3,100.5,3.35
1,0,0,1,1,48,1,1,2,0,0,0,0,0,1,1,1,0,82.05,2.74
0,1,0,1,1,60,1,0,0,,,,,,,2,0,0,20.55,0.68
0,1,0,1,0,15,1,0,2,0,0,0,0,0,0,0,1,3,68.6,2.29
0,0,0,1,0,69,1,0,2,1,1,0,1,1,1,1,1,2,106.4,3.55
0,0,0,0,0,1,1,0,0,,,,,,,0,0,0,19.65,0.65
1,1,0,1,0,59,0,,1,0,1,0,0,0,1,0,1,3,41.05,1.37
0,1,0,1,1,54,1,1,2,0,1,0,1,1,1,1,1,1,105.2,3.51
0,1,0,1,1,72,0,,1,1,0,1,1,1,1,2,0,3,60.95,2.03
0,0,0,0,0,9,1,0,0,,,,,,,0,0,3,19.5,0.65
0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,1,44.5,1.48
0,1,0,1,1,66,1,0,0,,,,,,,2,1,0,19.75,0.66
0,0,0,1,1,72,1,1,2,0,1,1,1,0,1,2,1,3,98.65,3.29
1,1,0,0,0,43,1,0,2,1,0,0,0,0,0,0,1,1,75.2,2.51
0,0,1,0,0,57,0,,1,0,1,1,0,1,1,0,1,1,55.0,1.83
1,0,0,1,1,1,0,,1,0,0,0,1,1,0,0,0,1,40.1,1.34
1,0,0,1,1,32,1,1,2,0,0,1,0,0,1,0,1,3,91.05,3.03
0,1,1,1,0,55,1,1,2,0,1,1,1,1,1,2,1,1,113.6,3.79
0,1,0,1,0,51,0,,1,0,1,0,0,0,0,0,1,2,30.05,1.0
0,0,0,1,1,6,1,0,1,0,0,0,1,0,0,0,1,0,48.8,1.63
1,1,0,1,1,8,1,0,1,0,0,1,0,0,0,0,1,1,51.05,1.7
0,0,0,0,0,28,0,,1,0,0,1,1,0,0,0,1,0,35.75,1.19
0,1,0,1,1,16,1,0,1,1,1,0,0,0,0,1,1,0,55.85,1.86
0,0,1,0,1,30,1,1,2,0,0,0,1,1,1,0,1,1,101.3,3.38
0,0,0,0,0,12,0,,1,0,1,1,1,1,1,1,0,1,60.65,2.02
1,0,0,0,0,60,1,1,2,0,1,1,0,1,1,0,1,1,105.9,3.53
0,1,0,0,0,55,1,0,1,0,1,0,1,0,1,1,1,1,64.2,2.14
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.35,1.51
0,1,0,1,1,34,0,,1,0,0,0,1,1,0,2,1,1,40.55,1.35
1,1,0,0,0,15,0,,1,0,0,0,1,0,0,0,1,1,29.7,0.99
1,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,1,1,80.65,2.69
0,0,0,1,1,6,1,0,0,,,,,,,1,0,0,19.7,0.66
1,1,0,1,0,66,1,1,2,1,0,1,0,1,1,2,1,2,106.05,3.53
0,1,0,0,1,3,1,0,0,,,,,,,0,0,0,20.85,0.7
0,0,0,1,1,72,1,1,2,1,1,0,0,1,0,2,1,1,95.1,3.17
0,0,0,0,0,10,1,0,1,0,0,0,1,0,1,0,1,0,60.95,2.03
1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,50.45,1.68
0,0,0,1,1,47,1,0,1,0,1,0,1,0,1,2,0,3,63.8,2.13
0,1,0,0,0,22,0,,1,0,0,1,1,1,1,2,0,3,56.75,1.89
1,1,0,0,0,31,1,1,2,0,1,1,0,1,1,1,1,1,103.45,3.45
0,0,0,1,1,39,1,0,2,0,0,1,1,0,0,0,1,3,81.5,2.72
1,1,1,1,0,30,1,0,1,0,1,0,0,0,0,0,1,3,50.4,1.68
0,0,0,1,1,12,1,0,0,,,,,,,0,1,2,20.1,0.67
1,1,1,1,0,10,1,1,2,0,0,0,0,0,1,0,1,1,86.65,2.89
0,1,1,1,0,45,1,1,1,1,0,1,1,0,1,2,0,2,75.15,2.51
1,1,0,1,0,18,1,1,2,1,0,0,0,1,1,0,1,1,99.4,3.31
0,1,0,1,1,70,0,,1,0,1,1,1,1,1,1,0,1,60.35,2.01
0,0,0,1,1,72,0,,1,1,1,1,1,1,1,2,1,2,65.2,2.17
1,0,0,0,0,12,1,1,2,1,1,1,0,0,1,0,1,3,99.7,3.32
0,0,0,1,1,3,1,0,0,,,,,,,0,0,0,19.3,0.64
1,0,0,0,0,4,1,1,2,0,1,0,0,0,0,0,0,3,77.95,2.6
0,1,0,0,0,6,1,0,0,,,,,,,0,0,3,20.15,0.67
0,0,1,1,0,61,1,1,2,1,1,1,1,0,0,0,1,2,94.2,3.14
0,0,1,1,0,42,1,1,2,1,0,1,0,1,1,1,1,3,105.2,3.51
0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,50.75,1.69
0,1,0,0,0,45,0,,1,1,0,1,1,0,0,1,0,3,42.3,1.41
0,0,0,0,0,8,1,0,1,1,0,0,1,0,1,0,0,3,66.05,2.2
0,0,0,0,0,14,1,0,1,0,0,0,1,1,1,0,1,1,69.65,2.32
0,1,0,0,0,18,1,0,1,1,0,1,1,1,0,0,1,1,68.35,2.28
0,0,0,0,0,43,1,1,0,,,,,,,2,1,2,25.7,0.86
0,1,0,1,0,27,1,0,1,1,0,0,0,0,0,1,0,2,48.7,1.62
0,0,0,0,0,18,1,1,2,0,0,0,0,0,0,0,1,1,74.15,2.47
1,1,0,1,0,5,0,,1,0,0,0,0,0,0,0,1,1,24.95,0.83
0,0,0,1,1,52,1,0,2,1,0,1,1,0,0,0,1,3,84.05,2.8
0,1,0,1,0,3,1,0,0,,,,,,,0,0,3,20.0,0.67
0,0,0,0,0,23,1,0,1,0,0,1,0,0,0,0,0,2,49.7,1.66
1,0,0,1,1,17,1,1,0,,,,,,,0,0,0,24.1,0.8
0,0,0,1,0,20,1,0,0,,,,,,,1,0,0,20.35,0.68
0,1,1,0,0,31,1,1,2,0,0,1,1,1,0,0,1,3,96.6,3.22
0,0,0,1,0,1,1,0,0,,,,,,,0,1,3,20.3,0.68
0,1,0,0,0,35,1,0,0,,,,,,,2,1,0,20.2,0.67
0,0,0,1,1,6,0,,1,0,1,1,1,0,0,2,0,0,40.55,1.35
1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,1,75.55,2.52
0,1,0,0,0,14,1,0,0,,,,,,,1,0,3,20.4,0.68
0,1,0,0,0,63,1,1,2,0,1,0,0,0,1,1,0,2,90.45,3.02
0,1,0,1,0,68,1,1,2,1,1,0,1,1,1,0,1,1,107.7,3.59
0,1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,1,74.5,2.48
0,1,0,0,0,58,1,1,2,0,0,0,1,0,0,0,0,3,80.65,2.69
1,0,0,0,0,19,1,0,2,1,0,1,1,1,1,0,1,1,106.6,3.55
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,45.8,1.53
0,0,1,1,1,24,1,0,2,0,0,1,0,1,1,2,1,1,96.55,3.22
1,0,0,0,0,18,1,1,2,0,0,0,0,1,0,0,1,1,85.2,2.84
0,1,0,1,1,51,1,0,1,1,0,0,1,1,1,1,1,3,76.4,2.55
0,1,0,1,0,45,1,0,1,1,1,1,0,1,1,1,0,3,78.8,2.63
0,0,0,1,1,61,1,1,1,1,1,0,0,0,0,0,0,1,59.8,1.99
1,0,0,0,0,1,1,0,0,,,,,,,0,1,0,20.2,0.67
0,0,0,1,0,33,1,0,1,0,1,0,1,0,0,1,1,2,53.75,1.79
1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,46.0,1.53
1,0,0,1,0,8,1,0,0,,,,,,,0,0,3,20.15,0.67
0,0,0,1,1,26,1,0,0,,,,,,,2,0,2,19.65,0.65
0,0,0,0,0,23,1,0,2,1,0,0,0,0,0,0,1,3,75.0,2.5
1,1,0,0,0,1,0,,1,0,1,0,1,0,1,0,1,0,44.65,1.49
1,0,0,0,0,2,1,1,2,0,0,0,0,1,1,0,1,1,95.15,3.17
0,1,1,1,0,13,1,1,2,1,1,0,0,0,1,0,0,2,93.8,3.13
1,0,0,1,1,1,1,0,0,,,,,,,0,1,2,20.15,0.67
0,0,0,1,0,4,0,,1,1,0,0,0,0,0,0,1,1,29.05,0.97
0,1,0,0,0,1,1,0,0,,,,,,,0,1,2,19.75,0.66
1,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,1,59.0,1.97
1,0,0,0,1,2,1,0,0,,,,,,,0,1,1,19.6,0.65
1,1,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,1,35.9,1.2
0,0,0,0,0,21,1,0,2,0,0,0,0,0,0,0,1,1,68.65,2.29
0,1,1,1,0,45,1,1,2,0,1,1,1,1,0,1,1,3,98.7,3.29
